Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
5,konsultasi mudah dan tidak ribet,konsultasi mudah dan tidak ribet,konsultasi mudah dan tidak ribet,konsultasi mudah dan tidak ribet,"['konsultasi', 'mudah', 'dan', 'tidak', 'ribet']","['konsultasi', 'mudah', 'ribet']",konsultasi mudah ribet
5,Cepat tanggap,Cepat tanggap,cepat tanggap,cepat tanggap,"['cepat', 'tanggap']","['cepat', 'tanggap']",cepat tanggap
5,"siapapun dokternya, terbaik bgt buat lagi sakit dan ga bisa kmna² karna lemes🥲",siapapun dokternya terbaik bgt buat lagi sakit dan ga bisa kmna karna lemes,siapapun dokternya terbaik bgt buat lagi sakit dan ga bisa kmna karna lemes,siapapun dokternya terbaik banget buat lagi sakit dan tidak bisa kmna karena lemes,"['siapapun', 'dokternya', 'terbaik', 'banget', 'buat', 'lagi', 'sakit', 'dan', 'tidak', 'bisa', 'kmna', 'karena', 'lemes']","['dokternya', 'terbaik', 'banget', 'sakit', 'kmna', 'lemes']",dokter baik banget sakit kmna lemes
5,sat set,sat set,sat set,sat set,"['sat', 'set']","['sat', 'set']",sat set
5,Good,Good,good,good,['good'],['good'],good
5,mantaf,mantaf,mantaf,mantaf,['mantaf'],['mantaf'],mantaf
5,"Aplikasi bagus, g usah capek2 antri ke rumah sakit",Aplikasi bagus g usah capek antri ke rumah sakit,aplikasi bagus g usah capek antri ke rumah sakit,aplikasi bagus tidak usah capek antri ke rumah sakit,"['aplikasi', 'bagus', 'tidak', 'usah', 'capek', 'antri', 'ke', 'rumah', 'sakit']","['aplikasi', 'bagus', 'capek', 'antri', 'rumah', 'sakit']",aplikasi bagus capek antri rumah sakit
5,Good Service for personal,Good Service for personal,good service for personal,good service for personal,"['good', 'service', 'for', 'personal']","['good', 'service', 'for', 'personal']",good service for personal
5,"sangat membantu sih, udah 3x pake ini dan sembuh",sangat membantu sih udah x pake ini dan sembuh,sangat membantu sih udah x pake ini dan sembuh,sangat membantu sih sudah kali pakai ini dan sembuh,"['sangat', 'membantu', 'sih', 'sudah', 'kali', 'pakai', 'ini', 'dan', 'sembuh']","['membantu', 'sih', 'kali', 'pakai', 'sembuh']",bantu sih kali pakai sembuh
5,Respon dokter cepat.,Respon dokter cepat,respon dokter cepat,respon dokter cepat,"['respon', 'dokter', 'cepat']","['respon', 'dokter', 'cepat']",respon dokter cepat
5,pelayanan cepat dan sangat membantu,pelayanan cepat dan sangat membantu,pelayanan cepat dan sangat membantu,pelayanan cepat dan sangat membantu,"['pelayanan', 'cepat', 'dan', 'sangat', 'membantu']","['pelayanan', 'cepat', 'membantu']",layan cepat bantu
5,"respon cepat, aplikasi juga mudah digunakan",respon cepat aplikasi juga mudah digunakan,respon cepat aplikasi juga mudah digunakan,respon cepat aplikasi juga mudah digunakan,"['respon', 'cepat', 'aplikasi', 'juga', 'mudah', 'digunakan']","['respon', 'cepat', 'aplikasi', 'mudah']",respon cepat aplikasi mudah
1,"saya sudah payment dan sudah tersambung oleh dokter hanya di baca saja chat saya sampai 10menit pun masih di room chat. tapi lama lama saya chat lagi langsung ceklis 1 padahal waktu sesi masih ada, gmna ni halodoc?",saya sudah payment dan sudah tersambung oleh dokter hanya di baca saja chat saya sampai menit pun masih di room chat tapi lama lama saya chat lagi langsung ceklis  padahal waktu sesi masih ada gmna ni halodoc,saya sudah payment dan sudah tersambung oleh dokter hanya di baca saja chat saya sampai menit pun masih di room chat tapi lama lama saya chat lagi langsung ceklis  padahal waktu sesi masih ada gmna ni halodoc,saya sudah payment dan sudah tersambung oleh dokter hanya di baca saja chat saya sampai menit pun masih di room chat tapi lama lama saya chat lagi langsung ceklis padahal waktu sesi masih ada bagaimana nih halodoc,"['saya', 'sudah', 'payment', 'dan', 'sudah', 'tersambung', 'oleh', 'dokter', 'hanya', 'di', 'baca', 'saja', 'chat', 'saya', 'sampai', 'menit', 'pun', 'masih', 'di', 'room', 'chat', 'tapi', 'lama', 'lama', 'saya', 'chat', 'lagi', 'langsung', 'ceklis', 'padahal', 'waktu', 'sesi', 'masih', 'ada', 'bagaimana', 'nih', 'halodoc']","['payment', 'tersambung', 'dokter', 'baca', 'chat', 'menit', 'room', 'chat', 'chat', 'langsung', 'ceklis', 'sesi', 'nih', 'halodoc']",payment sambung dokter baca chat menit room chat chat langsung ceklis sesi nih halodoc
5,past response dan solusi nya efektif.,past response dan solusi nya efektif,past response dan solusi nya efektif,pasti response dan solusi ya efektif,"['pasti', 'response', 'dan', 'solusi', 'ya', 'efektif']","['response', 'solusi', 'ya', 'efektif']",response solusi ya efektif
5,"obatnya lengkap, daripada kita beli offline di apotik pengiriman nya cepat",obatnya lengkap daripada kita beli offline di apotik pengiriman nya cepat,obatnya lengkap daripada kita beli offline di apotik pengiriman nya cepat,obatnya lengkap daripada kita beli offline di apotik pengiriman ya cepat,"['obatnya', 'lengkap', 'daripada', 'kita', 'beli', 'offline', 'di', 'apotik', 'pengiriman', 'ya', 'cepat']","['obatnya', 'lengkap', 'beli', 'offline', 'apotik', 'pengiriman', 'ya', 'cepat']",obat lengkap beli offline apotik kirim ya cepat
5,bguss bgttttt,bguss bgttttt,bguss bgttttt,bguss bgttttt,"['bguss', 'bgttttt']","['bguss', 'bgttttt']",bguss bgttttt
5,"alhamdulillah, membantu sekali untuk yang ga bisa keluar rumah.",alhamdulillah membantu sekali untuk yang ga bisa keluar rumah,alhamdulillah membantu sekali untuk yang ga bisa keluar rumah,alhamdulillah membantu sekali untuk yang tidak bisa keluar rumah,"['alhamdulillah', 'membantu', 'sekali', 'untuk', 'yang', 'tidak', 'bisa', 'keluar', 'rumah']","['alhamdulillah', 'membantu', 'rumah']",alhamdulillah bantu rumah
5,"Terima kasih, penjelasan dari dokter sangat mudah dimengerti.",Terima kasih penjelasan dari dokter sangat mudah dimengerti,terima kasih penjelasan dari dokter sangat mudah dimengerti,terima kasih penjelasan dari dokter sangat mudah dimengerti,"['terima', 'kasih', 'penjelasan', 'dari', 'dokter', 'sangat', 'mudah', 'dimengerti']","['terima', 'kasih', 'penjelasan', 'dokter', 'mudah', 'dimengerti']",terima kasih jelas dokter mudah erti
5,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']",['bermanfaat'],manfaat
5,"sangat membantu, suka respon dokternya",sangat membantu suka respon dokternya,sangat membantu suka respon dokternya,sangat membantu suka respon dokternya,"['sangat', 'membantu', 'suka', 'respon', 'dokternya']","['membantu', 'suka', 'respon', 'dokternya']",bantu suka respon dokter
5,membantu banget aplikasi halodoc ini ❤️❤️❤️,membantu banget aplikasi halodoc ini ,membantu banget aplikasi halodoc ini ,membantu banget aplikasi halodoc ini,"['membantu', 'banget', 'aplikasi', 'halodoc', 'ini']","['membantu', 'banget', 'aplikasi', 'halodoc']",bantu banget aplikasi halodoc
4,"sangat memudahkan sekali, dokternya juga ramah dan penjelasannya mudah di mengerti",sangat memudahkan sekali dokternya juga ramah dan penjelasannya mudah di mengerti,sangat memudahkan sekali dokternya juga ramah dan penjelasannya mudah di mengerti,sangat memudahkan sekali dokternya juga ramah dan penjelasannya mudah di mengerti,"['sangat', 'memudahkan', 'sekali', 'dokternya', 'juga', 'ramah', 'dan', 'penjelasannya', 'mudah', 'di', 'mengerti']","['memudahkan', 'dokternya', 'ramah', 'penjelasannya', 'mudah', 'mengerti']",mudah dokter ramah jelas mudah erti
5,cukup membantu untuk kami yang kekurangan dokter spesialis di daerah .,cukup membantu untuk kami yang kekurangan dokter spesialis di daerah ,cukup membantu untuk kami yang kekurangan dokter spesialis di daerah ,cukup membantu untuk kami yang kekurangan dokter spesialis di daerah,"['cukup', 'membantu', 'untuk', 'kami', 'yang', 'kekurangan', 'dokter', 'spesialis', 'di', 'daerah']","['membantu', 'kekurangan', 'dokter', 'spesialis', 'daerah']",bantu kurang dokter spesialis daerah
5,makasih dokternya baik baik hehehe,makasih dokternya baik baik hehehe,makasih dokternya baik baik hehehe,dokternya baik baik hehehe,"['dokternya', 'baik', 'baik', 'hehehe']","['dokternya', 'hehehe']",dokter hehehe
5,Dokter Nurul Pegalaman 7 tahun. Paten dan Terbaik,Dokter Nurul Pegalaman  tahun Paten dan Terbaik,dokter nurul pegalaman  tahun paten dan terbaik,dokter nurul pegalaman tahun paten dan terbaik,"['dokter', 'nurul', 'pegalaman', 'tahun', 'paten', 'dan', 'terbaik']","['dokter', 'nurul', 'pegalaman', 'paten', 'terbaik']",dokter nurul pegalaman paten baik
5,cepat,cepat,cepat,cepat,['cepat'],['cepat'],cepat
5,selalu tercepat,selalu tercepat,selalu tercepat,selalu tercepat,"['selalu', 'tercepat']",['tercepat'],cepat
5,cepat respon,cepat respon,cepat respon,cepat respon,"['cepat', 'respon']","['cepat', 'respon']",cepat respon
5,baguussss,baguussss,baguussss,baguussss,['baguussss'],['baguussss'],baguussss
5,"bagus ,,tidak ribet dan sangat membantu",bagus tidak ribet dan sangat membantu,bagus tidak ribet dan sangat membantu,bagus tidak ribet dan sangat membantu,"['bagus', 'tidak', 'ribet', 'dan', 'sangat', 'membantu']","['bagus', 'ribet', 'membantu']",bagus ribet bantu
5,mantul,mantul,mantul,mantul,['mantul'],['mantul'],mantul
5,Bagus membantu orang untuk berobat lewat rumah,Bagus membantu orang untuk berobat lewat rumah,bagus membantu orang untuk berobat lewat rumah,bagus membantu orang untuk berobat lewat rumah,"['bagus', 'membantu', 'orang', 'untuk', 'berobat', 'lewat', 'rumah']","['bagus', 'membantu', 'orang', 'berobat', 'rumah']",bagus bantu orang obat rumah
5,sangat membantu saya ketika sedang sakit di hari libur dan faskes pertama tutup,sangat membantu saya ketika sedang sakit di hari libur dan faskes pertama tutup,sangat membantu saya ketika sedang sakit di hari libur dan faskes pertama tutup,sangat membantu saya ketika sedang sakit di hari libur dan faskes pertama tutup,"['sangat', 'membantu', 'saya', 'ketika', 'sedang', 'sakit', 'di', 'hari', 'libur', 'dan', 'faskes', 'pertama', 'tutup']","['membantu', 'sakit', 'libur', 'faskes', 'tutup']",bantu sakit libur faskes tutup
5,terbaikkkkkk memudahkan 🥰,terbaikkkkkk memudahkan ,terbaikkkkkk memudahkan ,terbaikkkkkk memudahkan,"['terbaikkkkkk', 'memudahkan']","['terbaikkkkkk', 'memudahkan']",terbaikkkkkk mudah
5,"bagus, pelayanan jelas.",bagus pelayanan jelas,bagus pelayanan jelas,bagus pelayanan jelas,"['bagus', 'pelayanan', 'jelas']","['bagus', 'pelayanan']",bagus layan
5,"terimakasih dokter natalia spkk ,, ramah baik dan penjelasan detail dan jelas",terimakasih dokter natalia spkk  ramah baik dan penjelasan detail dan jelas,terimakasih dokter natalia spkk  ramah baik dan penjelasan detail dan jelas,terimakasih dokter natalia spkk ramah baik dan penjelasan detail dan jelas,"['terimakasih', 'dokter', 'natalia', 'spkk', 'ramah', 'baik', 'dan', 'penjelasan', 'detail', 'dan', 'jelas']","['terimakasih', 'dokter', 'natalia', 'spkk', 'ramah', 'penjelasan', 'detail']",terimakasih dokter natalia spkk ramah jelas detail
2,"Bisa²nya apes bnget lgi sakit duit lgi irit²nya sampe gajian,,gua bner² niat mau konsul ke halodoc katanya bagus bnget ehh malah ZONK astagfirullah😞 mau Konsul arahannya udh di ikuti pembayarannya udh berhasil di tf giliran mau chat tulisannya SIBUK di coba lgi trus gak bisa ujung² nya HANGUS.malah balik lgi ke awal unptuk pembayaran lgi astagfirullah mngkin aku kurang sedekah😊",Bisanya apes bnget lgi sakit duit lgi iritnya sampe gajiangua bner niat mau konsul ke halodoc katanya bagus bnget ehh malah ZONK astagfirullah mau Konsul arahannya udh di ikuti pembayarannya udh berhasil di tf giliran mau chat tulisannya SIBUK di coba lgi trus gak bisa ujung nya HANGUSmalah balik lgi ke awal unptuk pembayaran lgi astagfirullah mngkin aku kurang sedekah,bisanya apes bnget lgi sakit duit lgi iritnya sampe gajiangua bner niat mau konsul ke halodoc katanya bagus bnget ehh malah zonk astagfirullah mau konsul arahannya udh di ikuti pembayarannya udh berhasil di tf giliran mau chat tulisannya sibuk di coba lgi trus gak bisa ujung nya hangusmalah balik lgi ke awal unptuk pembayaran lgi astagfirullah mngkin aku kurang sedekah,bisanya apes banget lagi sakit duit lagi iritnya sampai gajiangua benar niat mau konsultasi ke halodoc katanya bagus banget eh malah zonk astagfirullah mau konsultasi arahannya sudah di ikuti pembayarannya sudah berhasil di tf giliran mau chat tulisannya sibuk di coba lagi terus tidak bisa ujung ya hangusmalah balik lagi ke awal unptuk pembayaran lagi astagfirullah mungkin aku kurang sedekah,"['bisanya', 'apes', 'banget', 'lagi', 'sakit', 'duit', 'lagi', 'iritnya', 'sampai', 'gajiangua', 'benar', 'niat', 'mau', 'konsultasi', 'ke', 'halodoc', 'katanya', 'bagus', 'banget', 'eh', 'malah', 'zonk', 'astagfirullah', 'mau', 'konsultasi', 'arahannya', 'sudah', 'di', 'ikuti', 'pembayarannya', 'sudah', 'berhasil', 'di', 'tf', 'giliran', 'mau', 'chat', 'tulisannya', 'sibuk', 'di', 'coba', 'lagi', 'terus', 'tidak', 'bisa', 'ujung', 'ya', 'hangusmalah', 'balik', 'lagi', 'ke', 'awal', 'unptuk', 'pembayaran', 'lagi', 'astagfirullah', 'mungkin', 'aku', 'kurang', 'sedekah']","['bisanya', 'apes', 'banget', 'sakit', 'duit', 'iritnya', 'gajiangua', 'niat', 'konsultasi', 'halodoc', 'bagus', 'banget', 'eh', 'zonk', 'astagfirullah', 'konsultasi', 'arahannya', 'ikuti', 'pembayarannya', 'berhasil', 'tf', 'giliran', 'chat', 'tulisannya', 'sibuk', 'coba', 'ujung', 'ya', 'hangusmalah', 'unptuk', 'pembayaran', 'astagfirullah', 'sedekah']",bisa apes banget sakit duit irit gajiangua niat konsultasi halodoc bagus banget eh zonk astagfirullah konsultasi arah ikut bayar hasil tf gilir chat tulis sibuk coba ujung ya hangusmalah unptuk bayar astagfirullah sedekah
5,respon sangat cepat dan ramah,respon sangat cepat dan ramah,respon sangat cepat dan ramah,respon sangat cepat dan ramah,"['respon', 'sangat', 'cepat', 'dan', 'ramah']","['respon', 'cepat', 'ramah']",respon cepat ramah
5,dokternya cepat respon sangat baik,dokternya cepat respon sangat baik,dokternya cepat respon sangat baik,dokternya cepat respon sangat baik,"['dokternya', 'cepat', 'respon', 'sangat', 'baik']","['dokternya', 'cepat', 'respon']",dokter cepat respon
5,sgt membantu,sgt membantu,sgt membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu
5,terbaik,terbaik,terbaik,terbaik,['terbaik'],['terbaik'],baik
5,responya sangat cepat dan ramah ♥️,responya sangat cepat dan ramah ,responya sangat cepat dan ramah ,responya sangat cepat dan ramah,"['responya', 'sangat', 'cepat', 'dan', 'ramah']","['responya', 'cepat', 'ramah']",responya cepat ramah
5,"sangat amat membantu, bagi yang belum sempat ke puskesmas, klinik dan rs. dokternya amat sangat berpangalaman dan responsif. dan obatnya bener bener lengkap",sangat amat membantu bagi yang belum sempat ke puskesmas klinik dan rs dokternya amat sangat berpangalaman dan responsif dan obatnya bener bener lengkap,sangat amat membantu bagi yang belum sempat ke puskesmas klinik dan rs dokternya amat sangat berpangalaman dan responsif dan obatnya bener bener lengkap,sangat amat membantu bagi yang belum sempat ke puskesmas klinik dan rs dokternya amat sangat berpangalaman dan responsif dan obatnya benar benar lengkap,"['sangat', 'amat', 'membantu', 'bagi', 'yang', 'belum', 'sempat', 'ke', 'puskesmas', 'klinik', 'dan', 'rs', 'dokternya', 'amat', 'sangat', 'berpangalaman', 'dan', 'responsif', 'dan', 'obatnya', 'benar', 'benar', 'lengkap']","['membantu', 'puskesmas', 'klinik', 'rs', 'dokternya', 'berpangalaman', 'responsif', 'obatnya', 'lengkap']",bantu puskesmas klinik rs dokter berpangalaman responsif obat lengkap
5,"Terimakasih, pa Dr. Wendy B., Sp.PD Finasem Pelayanankonsultasi sangat baik dan ramah. saya merasa senang berkonsultasi dgn Bapak. salam dari kota Cirebon",Terimakasih pa Dr Wendy B SpPD Finasem Pelayanankonsultasi sangat baik dan ramah saya merasa senang berkonsultasi dgn Bapak salam dari kota Cirebon,terimakasih pa dr wendy b sppd finasem pelayanankonsultasi sangat baik dan ramah saya merasa senang berkonsultasi dgn bapak salam dari kota cirebon,terimakasih apa dari wendy b sppd finasem pelayanankonsultasi sangat baik dan ramah saya merasa senang berkonsultasi dengan bapak salam dari kota cirebon,"['terimakasih', 'apa', 'dari', 'wendy', 'b', 'sppd', 'finasem', 'pelayanankonsultasi', 'sangat', 'baik', 'dan', 'ramah', 'saya', 'merasa', 'senang', 'berkonsultasi', 'dengan', 'bapak', 'salam', 'dari', 'kota', 'cirebon']","['terimakasih', 'wendy', 'b', 'sppd', 'finasem', 'pelayanankonsultasi', 'ramah', 'senang', 'berkonsultasi', 'salam', 'kota', 'cirebon']",terimakasih wendy b sppd finasem pelayanankonsultasi ramah senang konsultasi salam kota cirebon
5,dapat dokter yg ramah..dan konsultasinya membuahkan hasil yg diinginkan..terimakasih halodoc alternative efektif dan fleksibel,dapat dokter yg ramahdan konsultasinya membuahkan hasil yg diinginkanterimakasih halodoc alternative efektif dan fleksibel,dapat dokter yg ramahdan konsultasinya membuahkan hasil yg diinginkanterimakasih halodoc alternative efektif dan fleksibel,dapat dokter yang ramahdan konsultasinya membuahkan hasil yang diinginkanterimakasih halodoc alternative efektif dan fleksibel,"['dapat', 'dokter', 'yang', 'ramahdan', 'konsultasinya', 'membuahkan', 'hasil', 'yang', 'diinginkanterimakasih', 'halodoc', 'alternative', 'efektif', 'dan', 'fleksibel']","['dokter', 'ramahdan', 'konsultasinya', 'membuahkan', 'hasil', 'diinginkanterimakasih', 'halodoc', 'alternative', 'efektif', 'fleksibel']",dokter ramahdan konsultasi buah hasil diinginkanterimakasih halodoc alternative efektif fleksibel
4,sangat membantu apabila dlm keadaan tidak dapat menemui dokter secara langsung,sangat membantu apabila dlm keadaan tidak dapat menemui dokter secara langsung,sangat membantu apabila dlm keadaan tidak dapat menemui dokter secara langsung,sangat membantu apabila dalam keadaan tidak dapat menemui dokter secara langsung,"['sangat', 'membantu', 'apabila', 'dalam', 'keadaan', 'tidak', 'dapat', 'menemui', 'dokter', 'secara', 'langsung']","['membantu', 'menemui', 'dokter', 'langsung']",bantu temu dokter langsung
